time (UTC),latitude (degrees_north),longitude (degrees_east),cruise,haul_no,vessel,station,catch,species_code,common_name,sci_name,species_group,maturity,species_notes,aphiaid,match_type,lsid,station_latitude (degrees_north),station_longitude (degrees_east),ctd_index,station_bottom_depth (meters),area,strata,tdr_depth (meters),depth_strata,bottom_depth (meters),station_active,station_notes
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,564,PACIFIC MACKEREL,Scomber japonicus,Fish,Y,NULL,127022,exact,urn:lsid:marinespecies.org:taxname:127022,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,568,SCOMBRID,Scombridae,Fish,Y,NULL,125559,exact,urn:lsid:marinespecies.org:taxname:125559,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,572,CABEZON,Scorpaenichthys marmoratus,Cottid,A,NULL,282726,exact,urn:lsid:marinespecies.org:taxname:282726,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,572,CABEZON,Scorpaenichthys marmoratus,Cottid,Y,NULL,282726,exact,urn:lsid:marinespecies.org:taxname:282726,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,582,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,NULL,274773,exact,urn:lsid:marinespecies.org:taxname:274773,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,582,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,NULL,274773,exact,urn:lsid:marinespecies.org:taxname:274773,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,583,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,NULL,274774,exact,urn:lsid:marinespecies.org:taxname:274774,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,584,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,NULL,274775,exact,urn:lsid:marinespecies.org:taxname:274775,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,592,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,NULL,274785,exact,urn:lsid:marinespecies.org:taxname:274785,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,593,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,NULL,274786,exact,urn:lsid:marinespecies.org:taxname:274786,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,594,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,NULL,274787,exact,urn:lsid:marinespecies.org:taxname:274787,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,595,GREENSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,NULL,274788,exact,urn:lsid:marinespecies.org:taxname:274788,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,597,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,NULL,274791,exact,urn:lsid:marinespecies.org:taxname:274791,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,599,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,NULL,274795,exact,urn:lsid:marinespecies.org:taxname:274795,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,599,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,NULL,274795,exact,urn:lsid:marinespecies.org:taxname:274795,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
2015-06-07T04:41:17Z,32.7097,-117.3522,1505,136,"OS ",484,0,601,CHILIPEPPER,Sebastes goodei,Rockfish,Y,NULL,274798,exact,urn:lsid:marinespecies.org:taxname:274798,32.7083,-117.3333,187,94,San Diego,S,31,2,215,Y,Added in 2004
